model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,904308.875,4,0.0,1.0,True
phi~1 + gender_p~1_f~1 + gender,906731.375,5,2422.5,0.0,False
phi~1_p~1_f~1,926367.375,3,22058.5,0.0,False
phi~1_p~1_f~1 + gender,928790.125,4,24481.25,0.0,False
