model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1_p~1_f~1,286.4571838378906,3,0.0,0.5344466453885229,True
phi~1_p~1_f~1 + gender,288.4571838378906,4,2.0,0.19661193324148185,True
phi~1 + gender_p~1_f~1,288.4571838378906,4,2.0,0.19661193324148185,True
phi~1 + gender_p~1_f~1 + gender,290.4571838378906,5,4.0,0.07232948812851327,False
