model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,361610.9375,4,0.0,1.0,True
phi~1 + gender_p~1_f~1 + gender,362584.8125,5,973.875,3.3552950661481086e-212,False
phi~1_p~1_f~1,370427.71875,3,8816.78125,0.0,False
phi~1_p~1_f~1 + gender,371401.5625,4,9790.625,0.0,False
