model_name,log_likelihood,aic,n_parameters,strategy_used,success,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,-452150.4375,904308.875,4,scipy_lbfgs,True,0.0,1.0,True
phi~1 + gender_p~1_f~1 + gender,-453360.6875,906731.375,5,scipy_lbfgs,True,2422.5,0.0,False
phi~1_p~1_f~1,-463180.6875,926367.375,3,scipy_lbfgs,True,22058.5,0.0,False
phi~1_p~1_f~1 + gender,-464391.0625,928790.125,4,scipy_lbfgs,True,24481.25,0.0,False
