model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,280.6119079589844,4,0.0,0.7550903222717577,True
phi~1 + gender_p~1_f~1 + gender,283.3312683105469,5,2.7193603515625,0.19386406129244566,False
phi~1_p~1_f~1,286.4571838378906,3,5.84527587890625,0.040617517326080696,False
phi~1_p~1_f~1 + gender,289.17657470703125,4,8.564666748046875,0.010428099109715898,False
