model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,459.2080993652344,4,0.0,0.8409094529678965,True
phi~1 + gender_p~1_f~1 + gender,462.5834045410156,5,3.37530517578125,0.1555288741717593,False
phi~1_p~1_f~1,470.47601318359375,3,11.267913818359375,0.0030057498743952895,False
phi~1_p~1_f~1 + gender,473.851318359375,4,14.643218994140625,0.0005559229859489442,False
