model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1 + gender,6424703.0,5,0.0,0.8519528019683106,True
phi~1 + gender_p~1_f~1,6424706.5,4,3.5,0.1480471980316895,False
phi~1_p~1_f~1,13805592.0,3,7380889.0,0.0,False
phi~1_p~1_f~1 + gender,13805594.0,4,7380891.0,0.0,False
