model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,90300.8359375,4,0.0,1.0,True
phi~1 + gender_p~1_f~1 + gender,90553.203125,5,252.3671875,1.5818362640812564e-55,False
phi~1_p~1_f~1,92499.9921875,3,2199.15625,0.0,False
phi~1_p~1_f~1 + gender,92752.3515625,4,2451.515625,0.0,False
