model_name,aic,n_parameters,delta_aic,aic_weight,substantial_support
phi~1 + gender_p~1_f~1,2020355.0,4,0.0,1.0,True
phi~1 + gender_p~1_f~1 + gender,2025801.875,5,5446.875,0.0,False
phi~1_p~1_f~1,2069691.125,3,49336.125,0.0,False
phi~1_p~1_f~1 + gender,2075137.625,4,54782.625,0.0,False
